Country,Country Code,Year,Population,Area,PopByArea
Panama,PAN,2019,6580166,78200,84.14534527
Panama,PAN,2018,2023597,78200,25.87719949
Panama,PAN,2017,2194668.5,78200,28.06481458
Panama,PAN,2016,117657,78200,1.504565217
Panama,PAN,2015,2083,78200,0.026636829
Peru,PER,2017,10576,1285220,0.008228941
Philippines,PHL,2020,407786,115831,3.520525593
Philippines,PHL,2015,1719,115831,0.014840587
Pitcairn,,2020,263675,18,14648.61111
Poland,POL,2021,21937,312685,0.070156867
Poland,POL,2020,259777,312685,0.83079457
Poland,POL,2019,57448,312685,0.183724835
Poland,POL,2018,10006,312685,0.032000256
Poland,POL,2017,10363.94152,312685,0.033144991
Poland,POL,2016,2877,312685,0.009200953
Poland,POL,2015,3622,312685,0.011583543
Portugal,PRT,2021,8597,92391,0.093050189
Portugal,PRT,2020,116,92391,0.001255534
Portugal,PRT,2019,63991,92391,0.692610752
Portugal,PRT,2018,10999.51345,92391,0.11905395
Portugal,PRT,2017,120910,92391,1.308677252
Portugal,PRT,2016,1052602,92391,11.39290624
Portugal,PRT,2015,1040679,92391,11.26385687
Puerto Rico,PRI,2021,99,13790,0.007179115
Puerto Rico,PRI,2020,945,13790,0.068527919
Puerto Rico,PRI,2019,1595,13790,0.115663524
Puerto Rico,PRI,2018,378235,13790,27.42820885
Puerto Rico,PRI,2017,634,13790,0.045975344
Puerto Rico,PRI,2016,3010598,13790,218.3174764
Puerto Rico,PRI,2015,8927,13790,0.647353154
Qatar,QAT,2021,29,11437,0.00253563
Qatar,QAT,2020,1269,11437,0.11095567
Qatar,QAT,2019,1131,11437,0.098889569
Qatar,QAT,2018,2190849,11437,191.5580135
Qatar,QAT,2017,11787,11437,1.030602431
Qatar,QAT,2016,110352,11437,9.648684095
Qatar,QAT,2015,2875.157472,11437,0.251390878
South Korea,KOR,2020,15093,98480,0.153259545
South Korea,KOR,2019,4,98480,4.06174E-05
South Korea,KOR,2018,2404503,98480,24.41615556
South Korea,KOR,2017,35,98480,0.000355402
South Korea,KOR,2016,3135.046317,98480,0.031834345
South Korea,KOR,2015,589110,98480,5.982026807
Moldova,MDA,2021,100164,33843,2.959666696
Moldova,MDA,2020,38291,33843,1.131430429
Moldova,MDA,2019,87686,33843,2.590964158
Moldova,MDA,2018,3530,33843,0.104305174
Moldova,MDA,2017,366681,33843,10.83476642
Moldova,MDA,2016,345217,33843,10.20054369
Moldova,MDA,2015,718558,33843,21.23210117
S. Sudan,SSD,2018,390548.5,644329,0.606132116
S. Sudan,SSD,2017,400874,644329,0.622157314
S. Sudan,SSD,2016,296853,644329,0.460716497
S. Sudan,SSD,2015,295144.5,644329,0.458064902
Reunion,,2022,77,970,0.079381443
Reunion,,2021,570891,970,588.5474227
Reunion,,2020,13398,970,13.81237113
Reunion,,2019,8,970,0.008247423
Reunion,,2018,342889,970,353.4938144
Reunion,,2017,1927,970,1.986597938
Reunion,,2016,42588,970,43.90515464
Reunion,,2015,196547,970,202.6257732
Romania,ROU,2021,169610,237500,0.714147368
Romania,ROU,2020,3291,237500,0.013856842
Romania,ROU,2019,23741,237500,0.099962105
Romania,ROU,2018,159,237500,0.000669474
Romania,ROU,2017,3771,237500,0.015877895
Romania,ROU,2016,64389,237500,0.271111579
Romania,ROU,2015,456511,237500,1.922151579
Saint Barth̩lemy,,2022,69114,9.7,7125.154639
Saint Barth̩lemy,,2021,165890,9.7,17102.06186
Saint Barth̩lemy,,2018,5828,9.7,600.8247423
Saint Barth̩lemy,,2015,68938,9.7,7107.010309
Saint Helena ex. dep.,,2021,69969,47,1488.702128
Saint Helena ex. dep.,,2016,3120,47,66.38297872
Saint Lucia,,2022,50809,238,213.4831933
Saint Lucia,,2021,1543389,238,6484.827731
Saint Lucia,,2018,5771,238,24.24789916
Saint Lucia,,2017,7563,238,31.77731092
Saint Lucia,,2016,17539,238,73.69327731
Saint Lucia,,2015,42864,238,180.1008403
Saint Pierre and Miquelon,,2018,3701,93,39.79569892
Saint Pierre and Miquelon,,2015,46110,93,495.8064516
Saint Vincent and the Grenadines,,2021,42873,133,322.3533835
Saint Vincent and the Grenadines,,2020,575,133,4.323308271
Saint Vincent and the Grenadines,,2019,1038854,133,7810.932331
Saint Vincent and the Grenadines,,2018,4978,133,37.42857143
Saint Vincent and the Grenadines,,2017,183916.0058,133,1382.827111
Saint Vincent and the Grenadines,,2016,221431,133,1664.894737
Saint Vincent and the Grenadines,,2015,3440,133,25.86466165
Saint-Martin (French part),,2022,99253,34,2919.205882
Saint-Martin (French part),,2021,15651,34,460.3235294
Saint-Martin (French part),,2020,1278163,34,37593.02941
Saint-Martin (French part),,2018,187255.4433,34,5507.513038
Saint-Martin (French part),,2017,2031,34,59.73529412
Saint-Martin (French part),,2015,97779,34,2875.852941
Samoa,WSM,2016,179370,1097,163.5095716
San Marino,SMR,2021,87451,61,1433.622951
San Marino,SMR,2018,1711,61,28.04918033
San Marino,SMR,2017,47320,61,775.7377049
San Marino,SMR,2016,205465,61,3368.278689
San Marino,SMR,2015,244749.5,61,4012.286885
Saudi Arabia,SAU,2022,68082,1960582,0.034725403
Saudi Arabia,SAU,2021,22958,1960582,0.011709788
Saudi Arabia,SAU,2020,244417,1960582,0.124665533
Saudi Arabia,SAU,2019,2268.792501,1960582,0.001157204
Saudi Arabia,SAU,2018,62,1960582,3.16233E-05
Saudi Arabia,SAU,2017,276272,1960582,0.140913259
Saudi Arabia,SAU,2016,199180,1960582,0.101592282
Saudi Arabia,SAU,2015,380698,1960582,0.194176015
Serbia,SRB,2021,5423,88361,0.06137323
Serbia,SRB,2020,3340.169137,88361,0.037801396
Serbia,SRB,2019,15664,88361,0.177272779
Serbia,SRB,2018,52108,88361,0.589717183
Serbia,SRB,2017,32,88361,0.000362151
Serbia,SRB,2016,2437,88361,0.027580041
Serbia,SRB,2015,2741,88361,0.031020473
Seychelles,SYC,2021,181168,455,398.1714286
Seychelles,SYC,2020,21526,455,47.30989011
Seychelles,SYC,2019,21526,455,47.30989011
Seychelles,SYC,2018,36438,455,80.08351648
Seychelles,SYC,2017,11119,455,24.43736264
Seychelles,SYC,2016,1826,455,4.013186813
Seychelles,SYC,2015,229356,455,504.0791209
Sierra Leone,SLE,2015,240839,71740,3.357109005
Singapore,SGP,2022,250,693,0.360750361
Singapore,SGP,2021,360,693,0.519480519
Singapore,SGP,2020,2175,693,3.138528139
Singapore,SGP,2019,6802,693,9.815295815
Singapore,SGP,2018,2256.5,693,3.256132756
Singapore,SGP,2017,5,693,0.007215007
Singapore,SGP,2016,252999.5,693,365.0786436
Singapore,SGP,2015,235601,693,339.972583
Sint Maarten (Dutch part),SXM,2018,5826,13,448.1538462
Sint Maarten (Dutch part),SXM,2017,11273,13,867.1538462
Sint Maarten (Dutch part),SXM,2016,1104445,13,84957.30769
Sint Maarten (Dutch part),SXM,2015,1009025,13,77617.30769
Slovakia,SVK,2021,269,48845,0.005507217
Slovakia,SVK,2020,303,48845,0.006203296
Slovakia,SVK,2019,71,48845,0.001453578
Slovakia,SVK,2018,1,48845,2.04729E-05
Slovakia,SVK,2017,18567,48845,0.38012079
Slovakia,SVK,2016,6895,48845,0.141160815
Slovakia,SVK,2015,41404,48845,0.847660968
Slovenia,SVN,2021,348.5,20273,0.017190352
Slovenia,SVN,2020,2014,20273,0.099343955
Slovenia,SVN,2019,44120,20273,2.176293592
Slovenia,SVN,2018,4,20273,0.000197307
Slovenia,SVN,2017,149366,20273,7.367730479
Slovenia,SVN,2016,149366,20273,7.367730479
Slovenia,SVN,2015,623820,20273,30.77097618
Spain,ESP,2021,60,195365,0.000307117
Spain,ESP,2020,5341,195365,0.027338571
Spain,ESP,2019,4145,195365,0.021216697
Spain,ESP,2018,23599,195365,0.12079441
Spain,ESP,2017,23280,195365,0.119161569
Spain,ESP,2016,250171,195365,1.280531313
Spain,ESP,2015,134700,195365,0.689478668
State of Palestine,,2017,30668,2320,13.21896552
Sudan,SDN,2022,779.9248725,728215,0.001071009
Sudan,SDN,2020,4004,728215,0.005498376
Sudan,SDN,2016,222600,728215,0.305678955
Sudan,SDN,2015,2542,728215,0.003490727
Suriname,SUR,2021,2191.824596,63251,0.034652805
Suriname,SUR,2020,4827572,63251,76.32404231
Suriname,SUR,2019,1072540,63251,16.95688606
Suriname,SUR,2018,2499298,63251,39.51396816
Suriname,SUR,2017,31,63251,0.000490111
Suriname,SUR,2016,17000,63251,0.268770454
Suriname,SUR,2015,11100,63251,0.175491297
Sweden,SWE,2021,3514.842238,173860,0.020216509
Sweden,SWE,2020,616464,173860,3.545749454
Sweden,SWE,2019,2387592,173860,13.73284252
Sweden,SWE,2018,1709519.5,173860,9.83273611
Sweden,SWE,2017,1931752.5,173860,11.11096572
Sweden,SWE,2016,234,173860,0.001345911
Sweden,SWE,2015,145564,173860,0.837248361
Switzerland,CHE,2021,48,15941,0.003011103
Switzerland,CHE,2020,4918,15941,0.30851264
Switzerland,CHE,2019,8802,15941,0.552161094
Switzerland,CHE,2018,22991,15941,1.442255818
Switzerland,CHE,2017,3808000,15941,238.8808732
Switzerland,CHE,2016,49371,15941,3.097108086
Switzerland,CHE,2015,94971,15941,5.957656358
Timor-Leste,TLS,2015,105869,5743,18.43444193
Tokelau,,2019,52544,4,13136
Tokelau,,2016,21438,4,5359.5
Tonga,TON,2021,53,748,0.070855615
Tonga,TON,2016,81114,748,108.4411765
Trinidad and Tobago,TTO,2021,462,5128,0.090093604
Trinidad and Tobago,TTO,2020,3808000,5128,742.5897036
Trinidad and Tobago,TTO,2019,3808000,5128,742.5897036
Trinidad and Tobago,TTO,2018,4818000,5128,939.5475819
Trinidad and Tobago,TTO,2017,2203000,5128,429.6021841
Trinidad and Tobago,TTO,2016,219984,5128,42.89859594
Trinidad and Tobago,TTO,2015,483655,5128,94.31649766
Tuvalu,TUV,2017,3761,26,144.6538462
Ukraine,UKR,2021,1565435,603700,2.593067749
Ukraine,UKR,2020,4818000,603700,7.980785158
Ukraine,UKR,2019,2203000,603700,3.649163492
Ukraine,UKR,2018,1565435,603700,2.593067749
Ukraine,UKR,2017,424660.5,603700,0.703429684
Ukraine,UKR,2016,11.5,603700,1.90492E-05
Ukraine,UKR,2015,11.5,603700,1.90492E-05
United Kingdom,GBR,2021,1355187,244820,5.535442366
United Kingdom,GBR,2020,155,244820,0.000633118
United Kingdom,GBR,2019,459545,244820,1.877072952
United Kingdom,GBR,2018,406525,244820,1.660505678
United Kingdom,GBR,2017,399927,244820,1.633555265
United Kingdom,GBR,2016,356714,244820,1.457045993
United Kingdom,GBR,2015,340129,244820,1.389302345
United States of America,USA,2022,582870,9631420,0.060517556
United States of America,USA,2021,273574,9631420,0.028404327
United States of America,USA,2018,273574,9631420,0.028404327
United States of America,USA,2017,10376,9631420,0.001077307
United States of America,USA,2016,355516.5,9631420,0.036912158
United States of America,USA,2015,329880,9631420,0.034250401
Uruguay,URY,2022,943,176220,0.005351265
Uruguay,URY,2021,156958,176220,0.890693451
Uruguay,URY,2020,497,176220,0.002820338
Uruguay,URY,2019,4,176220,2.26989E-05
Uruguay,URY,2018,67752,176220,0.384473953
Uruguay,URY,2017,76911.28413,176220,0.43645037
Uruguay,URY,2016,152,176220,0.000862558
Uruguay,URY,2015,52329,176220,0.296952673
Uzbekistan,UZB,2022,99986,447400,0.223482342
Uzbekistan,UZB,2021,127412,447400,0.284783192
Uzbekistan,UZB,2020,4,447400,8.94055E-06
Uzbekistan,UZB,2019,77120,447400,0.172373715
Uzbekistan,UZB,2018,1325,447400,0.002961556
Uzbekistan,UZB,2017,1325,447400,0.002961556
Uzbekistan,UZB,2016,85647,447400,0.191432722
Uzbekistan,UZB,2015,84278,447400,0.188372821
Vanuatu,VUT,2020,143980,12200,11.80163934
Vanuatu,VUT,2016,8029.245572,12200,0.658134883
Venezuela,VEN,2022,76799,912050,0.084204813
Venezuela,VEN,2019,58446,912050,0.064082013
Venezuela,VEN,2018,265,912050,0.000290554
Venezuela,VEN,2017,1561,912050,0.001711529
Vietnam,VNM,2019,57220,329560,0.17362544
Zimbabwe,ZWE,2022,72888,390580,0.186614778
