Country,Year,Sex,Age,Value
Grenada,2019,Female,70,380714
Grenada,2019,Female,75,374431.5
Grenada,2019,Female,80,456041
Grenada,2019,Female,85,452275.5
Grenada,2019,Female,90,382802
Grenada,2019,Female,95,395456
Qatar,2020,Both Sexes,Total,1269
Guadeloupe,2020,Male,0,338053
Guadeloupe,2020,Male,5,313641
Guadeloupe,2020,Male,10,319533
Guadeloupe,2020,Male,15,350778
Guadeloupe,2020,Male,20,342962.5
Guadeloupe,2020,Male,25,364441
Guadeloupe,2020,Male,30,363844.5
Guadeloupe,2020,Male,35,330966
Guadeloupe,2020,Male,40,334208.5
Guadeloupe,2020,Male,45,226982
Guadeloupe,2020,Male,50,234010.5
Guadeloupe,2020,Male,55,145219
Guadeloupe,2020,Male,60,146691
Guadeloupe,2020,Male,65,96420
Guadeloupe,2020,Male,70,96429.5
Guadeloupe,2020,Male,75,37656
Guadeloupe,2020,Male,80,38133.5
Guadeloupe,2020,Male,85,7612
Guadeloupe,2020,Male,90,7899.5
Guadeloupe,2020,Male,95,137
Guadeloupe,2020,Male,100,407
Guadeloupe,2020,Male,100,458
Guadeloupe,2020,Female,0,0
Guadeloupe,2020,Female,5,0
Guadeloupe,2020,Female,10,5825337
Guadeloupe,2020,Female,15,5822763
Guadeloupe,2020,Female,20,159041
Guadeloupe,2020,Female,25,158286
Guadeloupe,2020,Female,30,30146
Guadeloupe,2020,Female,35,30308
Guadeloupe,2020,Female,40,34249
Guadeloupe,2020,Female,45,34062
Guadeloupe,2020,Female,50,174529
Guadeloupe,2020,Female,55,175643
Guadeloupe,2020,Female,60,192608
Guadeloupe,2020,Female,65,194954
Guadeloupe,2020,Female,70,204302
Guadeloupe,2020,Female,75,204408
Guadeloupe,2020,Female,80,185281
Guadeloupe,2020,Female,85,182835
Guadeloupe,2020,Female,90,165161
Guadeloupe,2020,Female,95,165977
Guadeloupe,2020,Female,100,179809
Guadeloupe,2020,Female,100,182485
Republic of Korea,2020,Both Sexes,Total,15093
Guadeloupe,2019,Male,0,156463
Guadeloupe,2019,Male,5,115932
Guadeloupe,2019,Male,10,111613
Guadeloupe,2019,Male,15,66656
Guadeloupe,2019,Male,20,64756
Guadeloupe,2019,Male,25,31534
Guadeloupe,2019,Male,30,30762
Guadeloupe,2019,Male,35,10952
Guadeloupe,2019,Male,40,10822
Guadeloupe,2019,Male,45,2015
Guadeloupe,2019,Male,50,1975
Guadeloupe,2019,Male,55,86
Guadeloupe,2019,Male,60,168
Guadeloupe,2019,Male,65,183
Guadeloupe,2019,Male,70,176
Guadeloupe,2019,Male,75,50
Guadeloupe,2019,Male,80,13
Guadeloupe,2019,Male,85,15
Guadeloupe,2019,Male,90,4
Guadeloupe,2019,Male,95,3
Guadeloupe,2019,Male,100,8
Guadeloupe,2019,Male,100,3
Guadeloupe,2019,Female,0,166521
Guadeloupe,2019,Female,5,167639
Guadeloupe,2019,Female,10,184282
Guadeloupe,2019,Female,15,186937
Guadeloupe,2019,Female,20,196845
Guadeloupe,2019,Female,25,196402
Guadeloupe,2019,Female,30,177779
Guadeloupe,2019,Female,35,175511
Guadeloupe,2019,Female,40,161606
Guadeloupe,2019,Female,45,162485
Guadeloupe,2019,Female,50,179062
Guadeloupe,2019,Female,55,181674
Guadeloupe,2019,Female,60,196756
Guadeloupe,2019,Female,65,195744
Guadeloupe,2019,Female,70,202111
Guadeloupe,2019,Female,75,204373
Guadeloupe,2019,Female,80,196402
Guadeloupe,2019,Female,85,193719
Guadeloupe,2019,Female,90,174421
Guadeloupe,2019,Female,95,173710
Guadeloupe,2019,Female,100,163168
Guadeloupe,2019,Female,100,163541
Republic of Moldova,2020,Both Sexes,Total,38291
Guam,2020,Male,0,7205
Guam,2020,Male,5,404
Guam,2020,Male,10,908
Guam,2020,Male,15,1010
Guam,2020,Male,20,958
Guam,2020,Male,25,240
Guam,2020,Male,30,121
Guam,2020,Male,35,93
Guam,2020,Male,40,50
Guam,2020,Male,45,27
Guam,2020,Male,50,49
Guam,2020,Male,55,15
Guam,2020,Male,60,6
Guam,2020,Male,65,0
Guam,2020,Male,70,1
Guam,2020,Male,75,1
Guam,2020,Male,80,5814461
Guam,2020,Male,85,5806081
Guam,2020,Male,90,156694
Guam,2020,Male,95,157512
Guam,2020,Male,100,29828
Guam,2020,Female,0,29702
Guam,2020,Female,5,35361
Guam,2020,Female,10,34995
Guam,2020,Female,15,175161
Guam,2020,Female,20,176274
Guam,2020,Female,25,196767
Guam,2020,Female,30,198647
Guam,2020,Female,35,203166
Guam,2020,Female,40,201431
Guam,2020,Female,45,180785
Guam,2020,Female,50,177846
Guam,2020,Female,55,167049
Guam,2020,Female,60,168058
Guam,2020,Female,65,184893
Guam,2020,Female,70,186713
Guam,2020,Female,75,196029
Guam,2020,Female,80,195838
Guam,2020,Female,85,210355
Guam,2020,Female,90,212293
Guam,2020,Female,95,191709
Guam,2020,Female,100,188671
Reunion,2020,Both Sexes,Total,13398
Guam,2019,Male,0,169672
Guam,2019,Male,5,155926
Guam,2019,Male,10,156271
Guam,2019,Male,15,157918
Guam,2019,Male,20,158527
Guam,2019,Male,25,107963
Guam,2019,Male,30,103902
Guam,2019,Male,35,63168
Guam,2019,Male,40,61706
Guam,2019,Male,45,30156
Guam,2019,Male,50,29482
Guam,2019,Male,55,10732
Guam,2019,Male,60,10558
Guam,2019,Male,65,1911
Guam,2019,Male,70,1967
Guam,2019,Male,75,77
Guam,2019,Male,80,156
Guam,2019,Male,85,163
Guam,2019,Male,90,162
Guam,2019,Male,95,34
Guam,2019,Male,100,33
Guam,2019,Female,0,6
Guam,2019,Female,5,6
Guam,2019,Female,10,4
Guam,2019,Female,15,7
Guam,2019,Female,20,3
Guam,2019,Female,25,0
Guam,2019,Female,30,0
Guam,2019,Female,35,0
Guam,2019,Female,40,0
Guam,2019,Female,45,148269
Guam,2019,Female,50,148737
Guam,2019,Female,55,28524
Guam,2019,Female,60,28257
Guam,2019,Female,65,33180
Guam,2019,Female,70,32888
Guam,2019,Female,75,167128
Guam,2019,Female,80,168141
Guam,2019,Female,85,188337
Guam,2019,Female,90,190343
Guam,2019,Female,95,195241
Guam,2019,Female,100,193458
Romania,2020,Both Sexes,Total,3291
Guatemala,2020,Male,0,170428
Guatemala,2020,Male,5,163456
Guatemala,2020,Male,10,164829
Guatemala,2020,Male,15,184048
Guatemala,2020,Male,20,185852
Guatemala,2020,Male,25,194866
Guatemala,2020,Male,30,194245
Guatemala,2020,Male,35,206663
Guatemala,2020,Male,40,208488
Guatemala,2020,Male,45,190931
Guatemala,2020,Male,50,188323
Guatemala,2020,Male,55,173248
Guatemala,2020,Male,60,172998
Guatemala,2020,Male,65,163499
Guatemala,2020,Male,70,163988
Guatemala,2020,Male,75,169466
Guatemala,2020,Male,80,169738
Guatemala,2020,Male,85,124008
Guatemala,2020,Male,90,119891
Guatemala,2020,Male,95,82031
Guatemala,2020,Male,100,80382
Guatemala,2020,Female,0,47898
Guatemala,2020,Female,5,47433
Guatemala,2020,Female,10,24019
Guatemala,2020,Female,15,24103
Guatemala,2020,Female,20,7068
Guatemala,2020,Female,25,7159
Guatemala,2020,Female,30,381
Guatemala,2020,Female,35,885
Guatemala,2020,Female,40,940
Guatemala,2020,Female,45,916
Guatemala,2020,Female,50,223
Guatemala,2020,Female,55,151
Guatemala,2020,Female,60,85
Guatemala,2020,Female,65,45
Guatemala,2020,Female,70,26
Guatemala,2020,Female,75,53
Guatemala,2020,Female,80,18
Guatemala,2020,Female,85,2
Guatemala,2020,Female,90,5
Guatemala,2020,Female,95,2
Guatemala,2020,Female,100,2
Saint Vincent and the Grenadines,2020,Both Sexes,Total,575
Guatemala,2019,Male,0,281639
Guatemala,2019,Male,5,56899
Guatemala,2019,Male,10,57724
Guatemala,2019,Male,15,325382
Guatemala,2019,Male,20,351699
Guatemala,2019,Male,25,325478
Guatemala,2019,Male,30,245342
Guatemala,2019,Male,35,187559
Guatemala,2019,Male,40,162961
Guatemala,2019,Male,45,151582
Guatemala,2019,Male,50,133280
Guatemala,2019,Male,55,111151
Guatemala,2019,Male,60,91727
Guatemala,2019,Male,65,76225
Guatemala,2019,Male,70,60307
Guatemala,2019,Male,75,45061
Guatemala,2019,Male,80,30144
Guatemala,2019,Male,85,25331
Guatemala,2019,Male,90,269297
Guatemala,2019,Male,95,54425
Guatemala,2019,Male,100,55217
Guatemala,2019,Female,0,312719
Guatemala,2019,Female,5,346839
Guatemala,2019,Female,10,339946
Guatemala,2019,Female,15,289127
Guatemala,2019,Female,20,247617
Guatemala,2019,Female,25,224157
Guatemala,2019,Female,30,206687
Guatemala,2019,Female,35,181283
Guatemala,2019,Female,40,152773
Guatemala,2019,Female,45,125702
Guatemala,2019,Female,50,103849
Guatemala,2019,Female,55,82310
Guatemala,2019,Female,60,62059
Guatemala,2019,Female,65,42964
Guatemala,2019,Female,70,38569
Guatemala,2019,Female,75,1328976
Guatemala,2019,Female,80,1329227.5
Guatemala,2019,Female,85,36777
Guatemala,2019,Female,90,36636.5
Guatemala,2019,Female,95,7134
Guatemala,2019,Female,100,7199.5
Saint-Martin (French part),2020,Both Sexes,Total,1278163
Guernsey,2020,Male,0,7914
Guernsey,2020,Male,5,32216
Guernsey,2020,Male,10,32386.5
Guernsey,2020,Male,15,32357
Guernsey,2020,Male,20,32330.5
Guernsey,2020,Male,25,42724
Guernsey,2020,Male,30,41907
Guernsey,2020,Male,35,53364
Guernsey,2020,Male,40,53450
Guernsey,2020,Male,45,49329
Guernsey,2020,Male,50,49608
Guernsey,2020,Male,55,46981
Guernsey,2020,Male,60,47043.5
Guernsey,2020,Male,65,46427
Guernsey,2020,Male,70,46489.5
Guernsey,2020,Male,75,41120
Guernsey,2020,Male,80,41400
Guernsey,2020,Male,85,41599
Guernsey,2020,Male,90,41383
Guernsey,2020,Male,100,38391
Guernsey,2020,Female,0,38443
Guernsey,2020,Female,5,32108
Guernsey,2020,Female,10,32322
Guernsey,2020,Female,15,23816
Guernsey,2020,Female,20,24192
Guernsey,2020,Female,25,16407
Guernsey,2020,Female,30,16223.5
Guernsey,2020,Female,35,12188
Guernsey,2020,Female,40,12257
Guernsey,2020,Female,45,5624
Guernsey,2020,Female,50,5653.5
Guernsey,2020,Female,55,1891
Guernsey,2020,Female,60,1925.5
Guernsey,2020,Female,65,270
Guernsey,2020,Female,70,274
Guernsey,2020,Female,75,5
Guernsey,2020,Female,80,15
Guernsey,2020,Female,85,16
Guernsey,2020,Female,90,15.5
Guernsey,2020,Female,100,6
Saudi Arabia,2020,Both Sexes,Total,244417
Guernsey,2019,Male,0,1
Guernsey,2019,Male,5,3
Guernsey,2019,Male,10,1
Guernsey,2019,Male,15,1
Guernsey,2019,Male,20,0
Guernsey,2019,Male,25,0
Guernsey,2019,Male,30,0
Guernsey,2019,Male,35,0
Guernsey,2019,Male,40,0
Guernsey,2019,Male,45,34458
Guernsey,2019,Male,50,34370
Guernsey,2019,Male,55,6859
Guernsey,2019,Male,60,6889.5
Guernsey,2019,Male,65,7638
Guernsey,2019,Male,70,7642
Guernsey,2019,Male,75,30701
Guernsey,2019,Male,80,30878.5
Guernsey,2019,Male,85,30694
Guernsey,2019,Male,90,30587.5
Guernsey,2019,Male,95,38958
Guernsey,2019,Male,95,38278
Guernsey,2019,Male,100,47901
Guernsey,2019,Female,0,47919
Guernsey,2019,Female,5,45758
Guernsey,2019,Female,10,45908
Guernsey,2019,Female,15,44080
Guernsey,2019,Female,20,44120
Guernsey,2019,Female,25,45307
Guernsey,2019,Female,30,45195.5
Guernsey,2019,Female,35,42693
Guernsey,2019,Female,40,42844
Guernsey,2019,Female,45,46041
Guernsey,2019,Female,50,45738.5
Guernsey,2019,Female,55,47345
Guernsey,2019,Female,60,47319
Guernsey,2019,Female,65,45393
Guernsey,2019,Female,70,45536.5
Guernsey,2019,Female,75,38893
Guernsey,2019,Female,80,39444.5
Guernsey,2019,Female,85,32226
Guernsey,2019,Female,90,31819
Guernsey,2019,Female,95,30323
Guernsey,2019,Female,95,30400.5
Guernsey,2019,Female,100,17471
Serbia,2020,Both Sexes,Total,3340.169137
Hungary,2020,Male,0,7862
Hungary,2020,Male,5,7915
Hungary,2020,Male,10,1665
Hungary,2020,Male,15,1694.5
Hungary,2020,Male,20,58
Hungary,2020,Male,25,128
Hungary,2020,Male,30,135
Hungary,2020,Male,35,135.5
Hungary,2020,Male,40,37
Hungary,2020,Male,45,22
Hungary,2020,Male,50,6
Hungary,2020,Male,55,5
Hungary,2020,Male,60,3
Hungary,2020,Male,65,7
Hungary,2020,Male,70,3
Hungary,2020,Male,75,1
Hungary,2020,Male,80,0
Hungary,2020,Male,85,0
Hungary,2020,Male,90,0
Hungary,2020,Male,95,1324820
Hungary,2020,Male,100,1326898
Hungary,2020,Male,100,36641.5
Hungary,2020,Female,0,52750.5
Hungary,2020,Female,5,48129
Hungary,2020,Female,10,48729
Hungary,2020,Female,15,46483
Hungary,2020,Female,20,46732
Hungary,2020,Female,25,46055
Hungary,2020,Female,30,46241
Hungary,2020,Female,35,40588
Hungary,2020,Female,40,40854
Hungary,2020,Female,45,41833
Hungary,2020,Female,50,41716
Hungary,2020,Female,55,37809
Hungary,2020,Female,60,38100
Hungary,2020,Female,65,31841
Hungary,2020,Female,70,31974.5
Hungary,2020,Female,75,21967
Hungary,2020,Female,80,22891.5
Hungary,2020,Female,85,17256
Hungary,2020,Female,90,16831.5
Hungary,2020,Female,95,11517
Hungary,2020,Female,100,11852.5
Hungary,2020,Female,100,5624
Seychelles,2020,Both Sexes,Total,21526
Hungary,2019,Male,0,0
Hungary,2019,Male,5,0
Hungary,2019,Male,10,0
Hungary,2019,Male,15,0
Hungary,2019,Male,20,0
Hungary,2019,Male,25,0
Hungary,2019,Male,30,0
Hungary,2019,Male,35,34229
Hungary,2019,Male,40,34343.5
Hungary,2019,Male,45,6860
Hungary,2019,Male,50,6859.5
Hungary,2019,Male,55,7630
Hungary,2019,Male,60,7634
Hungary,2019,Male,65,29883
Hungary,2019,Male,70,30292
Hungary,2019,Male,75,31643
Hungary,2019,Male,80,31168.5
Hungary,2019,Male,85,41925
Hungary,2019,Male,90,40441.5
Hungary,2019,Male,95,47437
Hungary,2019,Male,100,47669
Hungary,2019,Male,100,45287
Hungary,2019,Female,0,45448
Hungary,2019,Female,5,36137
Hungary,2019,Female,10,37515
Hungary,2019,Female,15,34427
Hungary,2019,Female,20,33326.5
Hungary,2019,Female,25,29027
Hungary,2019,Female,30,29675
Hungary,2019,Female,35,17574
Hungary,2019,Female,40,17522.5
Hungary,2019,Female,45,7432
Hungary,2019,Female,50,7647
Hungary,2019,Female,55,1450
Hungary,2019,Female,60,1557.5
Hungary,2019,Female,65,55
Hungary,2019,Female,70,111
Hungary,2019,Female,75,117
Hungary,2019,Female,80,126
Hungary,2019,Female,85,32
Hungary,2019,Female,90,11
Hungary,2019,Female,95,6
Hungary,2019,Female,100,7
Hungary,2019,Female,100,6
Singapore,2020,Both Sexes,Total,2175
Iceland,2020,Male,0,1775
Iceland,2020,Male,5,1628
Iceland,2020,Male,10,1716
Iceland,2020,Male,15,1811
Iceland,2020,Male,20,1843
Iceland,2020,Male,25,1710
Iceland,2020,Male,30,1520
Iceland,2020,Male,35,1367
Iceland,2020,Male,40,1233
Iceland,2020,Male,45,976
Iceland,2020,Male,50,484
Iceland,2020,Male,55,311
Iceland,2020,Male,60,106
Iceland,2020,Male,65,16
Iceland,2020,Male,70,1
Iceland,2020,Male,75,1809
Iceland,2020,Male,80,372
Iceland,2020,Male,85,324
Iceland,2020,Male,90,1782
Iceland,2020,Male,95,1419
Iceland,2020,Male,100,1355
Iceland,2020,Female,0,1587
Iceland,2020,Female,5,1426
Iceland,2020,Female,10,1505
Iceland,2020,Female,15,1515
Iceland,2020,Female,20,1671
Iceland,2020,Female,25,1558
Iceland,2020,Female,30,1488
Iceland,2020,Female,35,1283
Iceland,2020,Female,40,1164
Iceland,2020,Female,45,938
Iceland,2020,Female,50,587
Iceland,2020,Female,55,441
Iceland,2020,Female,60,257
Iceland,2020,Female,65,68
Iceland,2020,Female,70,7
Iceland,2020,Female,75,51827
Iceland,2020,Female,80,1774
Iceland,2020,Female,85,366
Iceland,2020,Female,90,378
Iceland,2020,Female,95,1858
Iceland,2020,Female,100,1689
Slovakia,2020,Both Sexes,Total,303
Iceland,2019,Male,0,1661
Iceland,2019,Male,5,1575
Iceland,2019,Male,10,1716
Iceland,2019,Male,15,1756
Iceland,2019,Male,20,1875
Iceland,2019,Male,25,1657
Iceland,2019,Male,30,1498
Iceland,2019,Male,35,1378
Iceland,2019,Male,40,1222
Iceland,2019,Male,45,900
Iceland,2019,Male,50,484
Iceland,2019,Male,55,301
Iceland,2019,Male,60,101
Iceland,2019,Male,65,11
Iceland,2019,Male,70,2
Iceland,2019,Male,75,1843
Iceland,2019,Male,80,343
Iceland,2019,Male,85,349
Iceland,2019,Male,90,1740
Iceland,2019,Male,95,1337
Iceland,2019,Male,100,1396
Iceland,2019,Female,0,1461
Iceland,2019,Female,5,1446
Iceland,2019,Female,10,1501
Iceland,2019,Female,15,1517
Iceland,2019,Female,20,1643
Iceland,2019,Female,25,1548
Iceland,2019,Female,30,1442
Iceland,2019,Female,35,1331
Iceland,2019,Female,40,1068
Iceland,2019,Female,45,905
Iceland,2019,Female,50,586
Iceland,2019,Female,55,456
Iceland,2019,Female,60,237
Iceland,2019,Female,65,51
Iceland,2019,Female,70,7
Iceland,2019,Female,75,891445
Iceland,2019,Female,80,45297.1256
Iceland,2019,Female,85,9068.005935
Iceland,2019,Female,90,8981.161856
Iceland,2019,Female,95,38993.29164
Iceland,2019,Female,100,37260.80491
Slovenia,2020,Both Sexes,Total,2014
Indonesia,2020,Male,0,32873.5222
Indonesia,2020,Male,5,32443.99457
Indonesia,2020,Male,10,28943.34919
Indonesia,2020,Male,15,24066.62011
Indonesia,2020,Male,20,22925.70807
Indonesia,2020,Male,25,21614.13529
Indonesia,2020,Male,30,16987.79676
Indonesia,2020,Male,35,11392.01616
Indonesia,2020,Male,40,7357.78782
Indonesia,2020,Male,45,7733.261822
Indonesia,2020,Male,50,43524.18399
Indonesia,2020,Male,55,8723.699744
Indonesia,2020,Male,60,8529.8929
Indonesia,2020,Male,65,37063.09975
Indonesia,2020,Male,70,35673.99538
Indonesia,2020,Male,75,34461.65762
Indonesia,2020,Male,80,31775.57352
Indonesia,2020,Male,85,31081.85396
Indonesia,2020,Male,90,27442.30014
Indonesia,2020,Male,95,22718.57059
Indonesia,2020,Male,100,22031.55978
Indonesia,2020,Female,0,20797.63824
Indonesia,2020,Female,5,16846.66437
Indonesia,2020,Female,10,12286.87344
Indonesia,2020,Female,15,8465.055495
Indonesia,2020,Female,20,10549.5966
Indonesia,2020,Female,25,889326.7506
Indonesia,2020,Female,30,45789.38368
Indonesia,2020,Female,35,9233.136816
Indonesia,2020,Female,40,8850.17617
Indonesia,2020,Female,45,38556.66182
Indonesia,2020,Female,50,37388.04869
Indonesia,2020,Female,55,35136.43018
Indonesia,2020,Female,60,33643.691
Indonesia,2020,Female,65,32951.70424
Indonesia,2020,Female,70,28439.99533
Indonesia,2020,Female,75,24362.90644
Indonesia,2020,Female,80,23585.60674
Indonesia,2020,Female,85,21649.65709
Indonesia,2020,Female,90,16280.99691
Indonesia,2020,Female,95,10966.65482
Indonesia,2020,Female,100,6922.72371
Spain,2020,Both Sexes,Total,5341
Ireland,2020,Male,0,43829.99152
Ireland,2020,Male,5,8836.980331
Ireland,2020,Male,10,8413.693811
Ireland,2020,Male,15,36586.19816
Ireland,2020,Male,20,35923.24094
Ireland,2020,Male,25,34197.65376
Ireland,2020,Male,30,32310.06485
Ireland,2020,Male,35,31535.23875
Ireland,2020,Male,40,26756.30773
Ireland,2020,Male,45,23107.5433
Ireland,2020,Male,50,22748.474
Ireland,2020,Male,55,20877.38953
Ireland,2020,Male,60,16494.8516
Ireland,2020,Male,65,11951.50222
Ireland,2020,Male,70,8170.266578
Ireland,2020,Male,75,9943.871699
Ireland,2020,Male,80,5525292
Ireland,2020,Male,85,130884
Ireland,2020,Male,90,30190
Ireland,2020,Male,95,32120
Ireland,2020,Male,100,152230
Ireland,2020,Male,100,183092
Ireland,2020,Female,0,33733
Ireland,2020,Female,5,11789
Ireland,2020,Female,10,1907
Ireland,2020,Female,15,68
Ireland,2020,Female,20,149
Ireland,2020,Female,25,152
Ireland,2020,Female,30,40
Ireland,2020,Female,35,14
Ireland,2020,Female,40,17
Ireland,2020,Female,45,10
Ireland,2020,Female,50,1
Ireland,2020,Female,55,3
Ireland,2020,Female,60,1
Ireland,2020,Female,65,1
Ireland,2020,Female,70,0
Ireland,2020,Female,75,0
Ireland,2020,Female,80,0
Ireland,2020,Female,85,125040
Ireland,2020,Female,90,28878
Ireland,2020,Female,95,30823
Ireland,2020,Female,100,144441
Ireland,2020,Female,100,172593
Sudan,2020,Both Sexes,Total,4004
Ireland,2019,Male,0,31652
Ireland,2019,Male,5,7888
Ireland,2019,Male,10,278
Ireland,2019,Male,15,720
Ireland,2019,Male,20,756
Ireland,2019,Male,25,220
Ireland,2019,Male,30,117
Ireland,2019,Male,35,70
Ireland,2019,Male,40,35
Ireland,2019,Male,45,18
Ireland,2019,Male,50,35
Ireland,2019,Male,55,6
Ireland,2019,Male,60,8
Ireland,2019,Male,65,3
Ireland,2019,Male,70,0
Ireland,2019,Male,75,1
Ireland,2019,Male,80,5517919
Ireland,2019,Male,85,5491769
Ireland,2019,Male,90,137057
Ireland,2019,Male,95,133176.5
Ireland,2019,Male,100,30769
Ireland,2019,Female,0,183750
Ireland,2019,Female,5,175769
Ireland,2019,Female,10,175913.5
Ireland,2019,Female,15,160573
Ireland,2019,Female,20,159304
Ireland,2019,Female,25,183302
Ireland,2019,Female,30,180162.5
Ireland,2019,Female,35,183156
Ireland,2019,Female,40,182476.5
Ireland,2019,Female,45,177055
Ireland,2019,Female,50,175777.5
Ireland,2019,Female,55,174278
Ireland,2019,Female,60,171850.5
Ireland,2019,Female,65,154506
Ireland,2019,Female,70,158169
Ireland,2019,Female,75,91933
Ireland,2019,Female,80,92324.5
Ireland,2019,Female,85,62247
Ireland,2019,Female,90,63349.5
Ireland,2019,Female,95,32747
Ireland,2019,Female,100,33032
Suriname,2020,Both Sexes,Total,4827572
Israel,2020,Male,0,3
Israel,2020,Male,5,1
Israel,2020,Male,10,0
Israel,2020,Male,15,0
Israel,2020,Male,20,0
Israel,2020,Male,25,0
Israel,2020,Male,30,130629
Israel,2020,Male,35,127087
Israel,2020,Male,40,29099
Israel,2020,Male,45,28823.5
Israel,2020,Male,50,30352
Israel,2020,Male,55,30434.5
Israel,2020,Male,60,144041
Israel,2020,Male,65,143506
Israel,2020,Male,70,155877
Israel,2020,Male,75,153484
Israel,2020,Male,80,172237
Israel,2020,Male,85,171588.5
Israel,2020,Male,90,169564
Israel,2020,Male,95,168716.5
Israel,2020,Male,100,172424
Israel,2020,Female,0,172620.5
Israel,2020,Female,5,166596
Israel,2020,Female,10,166658
Israel,2020,Female,15,155005
Israel,2020,Female,20,153719
Israel,2020,Female,25,181247
Israel,2020,Female,30,177819
Israel,2020,Female,35,185077
Israel,2020,Female,40,184095.5
Israel,2020,Female,45,185506
Israel,2020,Female,50,183407.5
Israel,2020,Female,55,187930
Israel,2020,Female,60,185781
Israel,2020,Female,65,176154
Israel,2020,Female,70,180149.5
Israel,2020,Female,75,117326
Israel,2020,Female,80,117152.5
Israel,2020,Female,85,92842
Israel,2020,Female,90,94087
Israel,2020,Female,95,63302
Israel,2020,Female,100,62917.5
Sweden,2020,Both Sexes,Total,616464
Israel,2019,Male,0,30854
Israel,2019,Male,5,7351
Israel,2019,Male,10,7577
Israel,2019,Male,15,328
Israel,2019,Male,20,719
Israel,2019,Male,25,754
Israel,2019,Male,30,751
Israel,2019,Male,35,182
Israel,2019,Male,40,113
Israel,2019,Male,45,60
Israel,2019,Male,50,36
Israel,2019,Male,55,17
Israel,2019,Male,60,35
Israel,2019,Male,65,11
Israel,2019,Male,70,5
Israel,2019,Male,75,1
Israel,2019,Male,80,1
Israel,2019,Male,85,0
Israel,2019,Male,90,65123843
Israel,2019,Male,95,1798551
Israel,2019,Male,100,388704
Israel,2019,Female,0,412862
Israel,2019,Female,5,2058607
Israel,2019,Female,10,1852134
Israel,2019,Female,15,1799105
Israel,2019,Female,20,1924872
Israel,2019,Female,25,2010720
Israel,2019,Female,30,1951225
Israel,2019,Female,35,2171545
Israel,2019,Female,40,2109975
Israel,2019,Female,45,2054034
Israel,2019,Female,50,1899181
Israel,2019,Female,55,1788838
Israel,2019,Female,60,1575999
Israel,2019,Female,65,964476
Israel,2019,Female,70,750510
Israel,2019,Female,75,477760
Israel,2019,Female,80,187299
Israel,2019,Female,85,42258
Israel,2019,Female,90,1210
Israel,2019,Female,95,2686
Israel,2019,Female,100,3228
Switzerland,2020,Both Sexes,Total,4918
Italy,2020,Male,0,395
Italy,2020,Male,5,224
Italy,2020,Male,10,163
Italy,2020,Male,15,173
Italy,2020,Male,20,539
Italy,2020,Male,25,98
Italy,2020,Male,30,113
Italy,2020,Male,35,78
Italy,2020,Male,40,77
Italy,2020,Male,45,3
Italy,2020,Male,50,1724249
Italy,2020,Male,55,376039
Italy,2020,Male,60,394453
Italy,2020,Male,65,1944552
Italy,2020,Male,70,1797350
Italy,2020,Male,75,1826885
Italy,2020,Male,80,2026863
Italy,2020,Male,85,2107225
Italy,2020,Male,90,2002497
Italy,2020,Male,95,2208927
Italy,2020,Male,100,2176480
Italy,2020,Male,100,2085448
Italy,2020,Female,0,2298
Italy,2020,Female,5,1370
Italy,2020,Female,10,948
Italy,2020,Female,15,727
Italy,2020,Female,20,1754
Italy,2020,Female,25,424
Italy,2020,Female,30,329
Italy,2020,Female,35,171
Italy,2020,Female,40,103
Italy,2020,Female,45,185
Italy,2020,Female,50,64821954
Italy,2020,Female,55,1822919
Italy,2020,Female,60,390887
Italy,2020,Female,65,412182
Italy,2020,Female,70,2038061
Italy,2020,Female,75,1828640
Italy,2020,Female,80,1815393
Italy,2020,Female,85,1917425
Italy,2020,Female,90,2008334
Italy,2020,Female,95,1966705
Italy,2020,Female,100,2187169
Italy,2020,Female,100,2034336
Trinidad and Tobago,2020,Both Sexes,Total,2
Italy,2019,Male,0,360
Italy,2019,Male,5,300
Italy,2019,Male,10,306
Italy,2019,Male,15,153
Italy,2019,Male,20,496
Italy,2019,Male,25,127
Italy,2019,Male,30,124
Italy,2019,Male,35,92
Italy,2019,Male,40,0
Italy,2019,Male,45,0
Italy,2019,Male,50,1749149
Italy,2019,Male,55,374023
Italy,2019,Male,60,393593
Italy,2019,Male,65,1927550
Italy,2019,Male,70,1784178
Italy,2019,Male,75,1851661
Italy,2019,Male,80,2018490
Italy,2019,Male,85,2097100
Italy,2019,Male,90,2008973
Italy,2019,Male,95,2222879
Italy,2019,Male,100,2190341
Italy,2019,Female,0,2151830
Italy,2019,Female,5,2074228
Italy,2019,Female,10,2018355
Italy,2019,Female,15,1713914
Italy,2019,Female,20,1184415
Italy,2019,Female,25,1092432
Italy,2019,Female,30,864943
Italy,2019,Female,35,469596
Italy,2019,Female,40,152562
Italy,2019,Female,45,5573
Italy,2019,Female,50,13833
Italy,2019,Female,55,15804
Italy,2019,Female,60,3488
Italy,2019,Female,65,2107
Italy,2019,Female,70,1415
Italy,2019,Female,75,1250
Italy,2019,Female,80,720
Italy,2019,Female,85,1675
Italy,2019,Female,90,424
Italy,2019,Female,95,288
Italy,2019,Female,100,165
Ukraine,2020,Both Sexes,Total,0
Jamaica,2019,Male,0,296
Jamaica,2019,Male,15,288086
Jamaica,2019,Male,20,15897
Jamaica,2019,Male,25,3011
Jamaica,2019,Male,30,3064
