Country,Year,Sex,Age,Population
Malaysia,2019,Female,55-59,735
Malaysia,2020,Female,55-59,754
Malaysia,2021,Female,55-59,774
Philippines,2018,Female,55-59,2041
Philippines,2019,Female,55-59,2103
Philippines,2020,Female,55-59,2163
Philippines,2021,Female,55-59,2219
United Kingdom,2018,Female,55-59,2179
United Kingdom,2019,Female,55-59,2237
United Kingdom,2020,Female,55-59,2289
United Kingdom,2021,Female,55-59,2323
South Africa,2018,Female,60-64,938
South Africa,2019,Female,60-64,950
South Africa,2020,Female,60-64,970
South Africa,2021,Female,60-64,997
Japan,2018,Female,60-64,3784
Japan,2019,Female,60-64,3740
Japan,2020,Female,60-64,3702
Japan,2021,Female,60-64,3678
Malaysia,2018,Female,60-64,586
Malaysia,2019,Female,60-64,608
Malaysia,2020,Female,60-64,630
Malaysia,2021,Female,60-64,651
Philippines,2018,Female,60-64,1650
Philippines,2019,Female,60-64,1710
Philippines,2020,Female,60-64,1768
Philippines,2021,Female,60-64,1822
United Kingdom,2018,Female,60-64,1878
United Kingdom,2019,Female,60-64,1921
United Kingdom,2020,Female,60-64,1974
United Kingdom,2021,Female,60-64,2031
South Africa,2018,Female,65-69,816
South Africa,2019,Female,65-69,825
South Africa,2020,Female,65-69,829
South Africa,2021,Female,65-69,822
Japan,2018,Female,65-69,4817
Japan,2019,Female,65-69,4458
Japan,2020,Female,65-69,4173
Japan,2021,Female,65-69,3980
Malaysia,2018,Female,65-69,439
Malaysia,2019,Female,65-69,461
Malaysia,2020,Female,65-69,483
Malaysia,2021,Female,65-69,504
Philippines,2018,Female,65-69,1208
Philippines,2019,Female,65-69,1272
Philippines,2020,Female,65-69,1338
Philippines,2021,Female,65-69,1397
United Kingdom,2018,Female,65-69,1760
United Kingdom,2019,Female,65-69,1742
United Kingdom,2020,Female,65-69,1739
United Kingdom,2021,Female,65-69,1752
South Africa,2018,Female,70-74,595
South Africa,2019,Female,70-74,623
South Africa,2020,Female,70-74,643
South Africa,2021,Female,70-74,655
Japan,2018,Female,70-74,4360
Japan,2019,Female,70-74,4629
Japan,2020,Female,70-74,4890
Japan,2021,Female,70-74,5058
Malaysia,2018,Female,70-74,300
Malaysia,2019,Female,70-74,316
Malaysia,2020,Female,70-74,334
Malaysia,2021,Female,70-74,351
Philippines,2018,Female,70-74,788
Philippines,2019,Female,70-74,832
Philippines,2020,Female,70-74,881
Philippines,2021,Female,70-74,931
United Kingdom,2018,Female,70-74,1685
United Kingdom,2019,Female,70-74,1730
United Kingdom,2020,Female,70-74,1752
United Kingdom,2021,Female,70-74,1744
South Africa,2018,Female,75-79,376
South Africa,2019,Female,75-79,393
South Africa,2020,Female,75-79,409
South Africa,2021,Female,75-79,420
Japan,2018,Female,75-79,3892
Japan,2019,Female,75-79,4010
Japan,2020,Female,75-79,3996
Japan,2021,Female,75-79,3876
Malaysia,2018,Female,75-79,190
Malaysia,2019,Female,75-79,200
Malaysia,2020,Female,75-79,211
Malaysia,2021,Female,75-79,222
Philippines,2018,Female,75-79,529
Philippines,2019,Female,75-79,538
Philippines,2020,Female,75-79,549
Philippines,2021,Female,75-79,560
United Kingdom,2018,Female,75-79,1207
United Kingdom,2019,Female,75-79,1248
United Kingdom,2020,Female,75-79,1295
United Kingdom,2021,Female,75-79,1362
South Africa,2018,Female,80-84,218
South Africa,2019,Female,80-84,227
South Africa,2020,Female,80-84,236
South Africa,2021,Female,80-84,243
Japan,2018,Female,80-84,3222
Japan,2019,Female,80-84,3212
Japan,2020,Female,80-84,3229
Japan,2021,Female,80-84,3304
Malaysia,2018,Female,80-84,107
Malaysia,2019,Female,80-84,113
Malaysia,2020,Female,80-84,119
Malaysia,2021,Female,80-84,125
Philippines,2018,Female,80-84,317
Philippines,2019,Female,80-84,322
Philippines,2020,Female,80-84,326
Philippines,2021,Female,80-84,326
United Kingdom,2018,Female,80-84,943
United Kingdom,2019,Female,80-84,959
United Kingdom,2020,Female,80-84,965
United Kingdom,2021,Female,80-84,964
South Africa,2018,Female,85-89,132
South Africa,2019,Female,85-89,131
South Africa,2020,Female,85-89,130
South Africa,2021,Female,85-89,127
Japan,2018,Female,85-89,2358
Japan,2019,Female,85-89,2425
Japan,2020,Female,85-89,2492
Japan,2021,Female,85-89,2554
Malaysia,2018,Female,85-89,48
Malaysia,2019,Female,85-89,51
Malaysia,2020,Female,85-89,54
Malaysia,2021,Female,85-89,56
Philippines,2018,Female,85-89,140
Philippines,2019,Female,85-89,141
Philippines,2020,Female,85-89,143
Philippines,2021,Female,85-89,139
United Kingdom,2018,Female,85-89,625
United Kingdom,2019,Female,85-89,629
United Kingdom,2020,Female,85-89,633
United Kingdom,2021,Female,85-89,638
South Africa,2018,Female,90-94,57
South Africa,2019,Female,90-94,61
South Africa,2020,Female,90-94,63
South Africa,2021,Female,90-94,63
Japan,2018,Female,90-94,1351
Japan,2019,Female,90-94,1411
Japan,2020,Female,90-94,1449
Japan,2021,Female,90-94,1468
Malaysia,2018,Female,90-94,18
Malaysia,2019,Female,90-94,19
Malaysia,2020,Female,90-94,19
Malaysia,2021,Female,90-94,20
Philippines,2018,Female,90-94,45
Philippines,2019,Female,90-94,45
Philippines,2020,Female,90-94,44
Philippines,2021,Female,90-94,41
United Kingdom,2018,Female,90-94,302
United Kingdom,2019,Female,90-94,308
United Kingdom,2020,Female,90-94,314
United Kingdom,2021,Female,90-94,320
South Africa,2018,Female,95-99,13
South Africa,2019,Female,95-99,14
South Africa,2020,Female,95-99,16
South Africa,2021,Female,95-99,17
Japan,2018,Female,95-99,495
Japan,2019,Female,95-99,529
Japan,2020,Female,95-99,557
Japan,2021,Female,95-99,574
Malaysia,2018,Female,95-99,5
Malaysia,2019,Female,95-99,5
Malaysia,2020,Female,95-99,5
Malaysia,2021,Female,95-99,5
Philippines,2018,Female,95-99,11
Philippines,2019,Female,95-99,10
Philippines,2020,Female,95-99,9
Philippines,2021,Female,95-99,8
United Kingdom,2018,Female,95-99,92
United Kingdom,2019,Female,95-99,96
United Kingdom,2020,Female,95-99,100
United Kingdom,2021,Female,95-99,103
South Africa,2018,Female,100+,2
South Africa,2019,Female,100+,3
South Africa,2020,Female,100+,3
South Africa,2021,Female,100+,3
Japan,2018,Female,100+,101
Japan,2019,Female,100+,107
Japan,2020,Female,100+,112
Japan,2021,Female,100+,116
Malaysia,2018,Female,100+,1
Malaysia,2019,Female,100+,1
Malaysia,2020,Female,100+,1
Malaysia,2021,Female,100+,1
Philippines,2018,Female,100+,2
Philippines,2019,Female,100+,2
Philippines,2020,Female,100+,2
Philippines,2021,Female,100+,1
United Kingdom,2018,Female,100+,12
United Kingdom,2019,Female,100+,13
United Kingdom,2020,Female,100+,15
United Kingdom,2021,Female,100+,17
South Africa,2022,Female,0-4,2859
Japan,2022,Female,0-4,2044
Malaysia,2022,Female,0-4,1239
Philippines,2022,Female,0-4,5795
United Kingdom,2022,Female,0-4,1730
South Africa,2022,Female,45055,2794
Japan,2022,Female,45055,2405
Malaysia,2022,Female,45055,1271
Philippines,2022,Female,45055,5598
United Kingdom,2022,Female,45055,1977
South Africa,2022,Female,45213,2747
Japan,2022,Female,45213,2591
Malaysia,2022,Female,45213,1218
Philippines,2022,Female,45213,5517
United Kingdom,2022,Female,45213,2039
South Africa,2022,Female,15-19,2396
Japan,2022,Female,15-19,2704
Malaysia,2022,Female,15-19,1302
Philippines,2022,Female,15-19,5268
United Kingdom,2022,Female,15-19,1872
South Africa,2022,Female,20-24,2237
Japan,2022,Female,20-24,2934
Malaysia,2022,Female,20-24,1373
Philippines,2022,Female,20-24,5041
United Kingdom,2022,Female,20-24,1918
South Africa,2022,Female,25-29,2585
Japan,2022,Female,25-29,2981
Malaysia,2022,Female,25-29,1450
Philippines,2022,Female,25-29,4788
United Kingdom,2022,Female,25-29,2146
South Africa,2022,Female,30-34,2808
Japan,2022,Female,30-34,3084
Malaysia,2022,Female,30-34,1492
Philippines,2022,Female,30-34,4333
United Kingdom,2022,Female,30-34,2273
South Africa,2022,Female,35-39,2544
Japan,2022,Female,35-39,3405
Malaysia,2022,Female,35-39,1400
Philippines,2022,Female,35-39,3766
United Kingdom,2022,Female,35-39,2240
South Africa,2022,Female,40-44,1904
Japan,2022,Female,40-44,3833
Malaysia,2022,Female,40-44,1164
Philippines,2022,Female,40-44,3428
United Kingdom,2022,Female,40-44,2165
South Africa,2022,Female,45-49,1380
Japan,2022,Female,45-49,4652
Malaysia,2022,Female,45-49,987
Philippines,2022,Female,45-49,3012
United Kingdom,2022,Female,45-49,2053
South Africa,2022,Female,50-54,1655
Japan,2022,Female,50-54,4543
Malaysia,2022,Female,50-54,899
Philippines,2022,Female,50-54,2675
United Kingdom,2022,Female,50-54,2310
South Africa,2022,Female,55-59,1446
Japan,2022,Female,55-59,3936
Malaysia,2022,Female,55-59,795
Philippines,2022,Female,55-59,2274
United Kingdom,2022,Female,55-59,2340
South Africa,2022,Female,60-64,1030
Japan,2022,Female,60-64,3695
Malaysia,2022,Female,60-64,670
Philippines,2022,Female,60-64,1876
United Kingdom,2022,Female,60-64,2087
South Africa,2022,Female,65-69,812
Japan,2022,Female,65-69,3820
Malaysia,2022,Female,65-69,525
Philippines,2022,Female,65-69,1452
United Kingdom,2022,Female,65-69,1782
South Africa,2022,Female,70-74,659
Japan,2022,Female,70-74,4975
Malaysia,2022,Female,70-74,370
Philippines,2022,Female,70-74,981
United Kingdom,2022,Female,70-74,1702
South Africa,2022,Female,75-79,429
Japan,2022,Female,75-79,3916
Malaysia,2022,Female,75-79,233
Philippines,2022,Female,75-79,577
United Kingdom,2022,Female,75-79,1452
South Africa,2022,Female,80-84,246
Japan,2022,Female,80-84,3408
Malaysia,2022,Female,80-84,130
Philippines,2022,Female,80-84,326
United Kingdom,2022,Female,80-84,974
South Africa,2022,Female,85-89,123
Japan,2022,Female,85-89,2597
Malaysia,2022,Female,85-89,59
Philippines,2022,Female,85-89,135
United Kingdom,2022,Female,85-89,649
South Africa,2022,Female,90-94,60
Japan,2022,Female,90-94,1494
Malaysia,2022,Female,90-94,20
Philippines,2022,Female,90-94,39
United Kingdom,2022,Female,90-94,325
South Africa,2022,Female,95-99,18
Japan,2022,Female,95-99,587
Malaysia,2022,Female,95-99,5
Philippines,2022,Female,95-99,8
United Kingdom,2022,Female,95-99,105
South Africa,2022,Female,100+,3
Japan,2022,Female,100+,119
Malaysia,2022,Female,100+,1
Philippines,2022,Female,100+,1
United Kingdom,2022,Female,100+,19
South Africa,2018,Male,0-4,2914
South Africa,2019,Male,0-4,2929
South Africa,2020,Male,0-4,2944
South Africa,2021,Male,0-4,2958
Japan,2018,Male,0-4,2444
Japan,2019,Male,0-4,2355
Japan,2020,Male,0-4,2267
Japan,2021,Male,0-4,2192
Malaysia,2018,Male,0-4,1354
Malaysia,2019,Male,0-4,1348
Malaysia,2020,Male,0-4,1337
Malaysia,2021,Male,0-4,1327
Philippines,2018,Male,0-4,6064
Philippines,2019,Male,0-4,6093
Philippines,2020,Male,0-4,6128
Philippines,2021,Male,0-4,6171
United Kingdom,2018,Male,0-4,2007
United Kingdom,2019,Male,0-4,1974
United Kingdom,2020,Male,0-4,1928
United Kingdom,2021,Male,0-4,1874
South Africa,2018,Male,45055,2867
South Africa,2019,Male,45055,2880
South Africa,2020,Male,45055,2902
South Africa,2021,Male,45055,2905
Japan,2018,Male,45055,2677
Japan,2019,Male,45055,2641
Japan,2020,Male,45055,2605
Japan,2021,Male,45055,2569
Malaysia,2018,Male,45055,1296
Malaysia,2019,Male,45055,1311
Malaysia,2020,Male,45055,1332
Malaysia,2021,Male,45055,1348
Philippines,2018,Male,45055,5961
Philippines,2019,Male,45055,5973
Philippines,2020,Male,45055,5981
Philippines,2021,Male,45055,5992
United Kingdom,2018,Male,45055,2117
United Kingdom,2019,Male,45055,2120
United Kingdom,2020,Male,45055,2117
United Kingdom,2021,Male,45055,2106
South Africa,2018,Male,45213,2589
South Africa,2019,Male,45213,2689
South Africa,2020,Male,45213,2754
South Africa,2021,Male,45213,2804
Japan,2018,Male,45213,2782
Japan,2019,Male,45213,2771
Japan,2020,Male,45213,2761
Japan,2021,Male,45213,2744
Malaysia,2018,Male,45213,1352
Malaysia,2019,Male,45213,1334
Malaysia,2020,Male,45213,1314
Malaysia,2021,Male,45213,1300
Philippines,2018,Male,45213,5735
Philippines,2019,Male,45213,5809
Philippines,2020,Male,45213,5864
Philippines,2021,Male,45213,5901
United Kingdom,2018,Male,45213,1975
United Kingdom,2019,Male,45213,2026
United Kingdom,2020,Male,45213,2072
United Kingdom,2021,Male,45213,2115
South Africa,2018,Male,15-19,2290
South Africa,2019,Male,15-19,2295
South Africa,2020,Male,15-19,2332
South Africa,2021,Male,15-19,2397
Japan,2018,Male,15-19,3012
Japan,2019,Male,15-19,2973
Japan,2020,Male,15-19,2920
Japan,2021,Male,15-19,2866
Malaysia,2018,Male,15-19,1428
Malaysia,2019,Male,15-19,1415
Malaysia,2020,Male,15-19,1402
Malaysia,2021,Male,15-19,1388
Philippines,2018,Male,15-19,5418
Philippines,2019,Male,15-19,5464
Philippines,2020,Male,15-19,5502
Philippines,2021,Male,15-19,5552
United Kingdom,2018,Male,15-19,1891
United Kingdom,2019,Male,15-19,1884
United Kingdom,2020,Male,15-19,1895
United Kingdom,2021,Male,15-19,1926
South Africa,2018,Male,20-24,2584
South Africa,2019,Male,20-24,2504
South Africa,2020,Male,20-24,2425
South Africa,2021,Male,20-24,2352
Japan,2018,Male,20-24,3107
Japan,2019,Male,20-24,3094
Japan,2020,Male,20-24,3086
Japan,2021,Male,20-24,3086
Malaysia,2018,Male,20-24,1486
Malaysia,2019,Male,20-24,1473
Malaysia,2020,Male,20-24,1462
Malaysia,2021,Male,20-24,1457
Philippines,2018,Male,20-24,5050
Philippines,2019,Male,20-24,5120
Philippines,2020,Male,20-24,5205
Philippines,2021,Male,20-24,5277
United Kingdom,2018,Male,20-24,2147
United Kingdom,2019,Male,20-24,2134
United Kingdom,2020,Male,20-24,2110
United Kingdom,2021,Male,20-24,2075
South Africa,2018,Male,25-29,2875
South Africa,2019,Male,25-29,2817
South Africa,2020,Male,25-29,2762
South Africa,2021,Male,25-29,2701
Japan,2018,Male,25-29,3154
Japan,2019,Male,25-29,3128
Japan,2020,Male,25-29,3123
Japan,2021,Male,25-29,3118
Malaysia,2018,Male,25-29,1548
Malaysia,2019,Male,25-29,1546
Malaysia,2020,Male,25-29,1542
Malaysia,2021,Male,25-29,1533
Philippines,2018,Male,25-29,4631
Philippines,2019,Male,25-29,4723
Philippines,2020,Male,25-29,4811
Philippines,2021,Male,25-29,4883
United Kingdom,2018,Male,25-29,2292
United Kingdom,2019,Male,25-29,2294
United Kingdom,2020,Male,25-29,2286
United Kingdom,2021,Male,25-29,2272
South Africa,2018,Male,30-34,2751
South Africa,2019,Male,30-34,2826
South Africa,2020,Male,30-34,2871
South Africa,2021,Male,30-34,2879
Japan,2018,Male,30-34,3484
Japan,2019,Male,30-34,3407
Japan,2020,Male,30-34,3327
Japan,2021,Male,30-34,3272
Malaysia,2018,Male,30-34,1539
Malaysia,2019,Male,30-34,1554
Malaysia,2020,Male,30-34,1563
Malaysia,2021,Male,30-34,1567
Philippines,2018,Male,30-34,4072
Philippines,2019,Male,30-34,4171
Philippines,2020,Male,30-34,4268
Philippines,2021,Male,30-34,4371
United Kingdom,2018,Male,30-34,2223
United Kingdom,2019,Male,30-34,2241
United Kingdom,2020,Male,30-34,2262
United Kingdom,2021,Male,30-34,2287
South Africa,2018,Male,35-39,2169
South Africa,2019,Male,35-39,2285
South Africa,2020,Male,35-39,2381
South Africa,2021,Male,35-39,2474
Japan,2018,Male,35-39,3826
Japan,2019,Male,35-39,3724
Japan,2020,Male,35-39,3644
Japan,2021,Male,35-39,3579
Malaysia,2018,Male,35-39,1353
Malaysia,2019,Male,35-39,1408
Malaysia,2020,Male,35-39,1457
Malaysia,2021,Male,35-39,1495
Philippines,2018,Male,35-39,3710
Philippines,2019,Male,35-39,3763
Philippines,2020,Male,35-39,3815
Philippines,2021,Male,35-39,3874
United Kingdom,2018,Male,35-39,2161
United Kingdom,2019,Male,35-39,2178
United Kingdom,2020,Male,35-39,2184
United Kingdom,2021,Male,35-39,2187
South Africa,2018,Male,40-49,1446
South Africa,2019,Male,40-49,1528
South Africa,2020,Male,40-49,1655
South Africa,2021,Male,40-49,1802
Japan,2018,Male,40-49,4636
Japan,2019,Male,40-49,4439
Japan,2020,Male,40-49,4256
Japan,2021,Male,40-49,4091
Malaysia,2018,Male,40-49,1103
Malaysia,2019,Male,40-49,1143
Malaysia,2020,Male,40-49,1189
Malaysia,2021,Male,40-49,1239
Philippines,2018,Male,40-49,3277
Philippines,2019,Male,40-49,3365
Philippines,2020,Male,40-49,3453
Philippines,2021,Male,40-49,3530
United Kingdom,2018,Male,40-49,1994
United Kingdom,2019,Male,40-49,2001
United Kingdom,2020,Male,40-49,2036
United Kingdom,2021,Male,40-49,2080
South Africa,2018,Male,45-49,1493
South Africa,2019,Male,45-49,1446
South Africa,2020,Male,45-49,1395
South Africa,2021,Male,45-49,1352
Japan,2018,Male,45-49,4747
Japan,2019,Male,45-49,4846
Japan,2020,Male,45-49,4891
Japan,2021,Male,45-49,4865
Malaysia,2018,Male,45-49,960
Malaysia,2019,Male,45-49,978
Malaysia,2020,Male,45-49,999
Malaysia,2021,Male,45-49,1024
Philippines,2018,Male,45-49,2898
Philippines,2019,Male,45-49,2954
Philippines,2020,Male,45-49,3008
Philippines,2021,Male,45-49,3065
United Kingdom,2018,Male,45-49,2220
United Kingdom,2019,Male,45-49,2174
United Kingdom,2020,Male,45-49,2122
United Kingdom,2021,Male,45-49,2062
South Africa,2018,Male,50-54,1303
South Africa,2019,Male,50-54,1360
South Africa,2020,Male,50-54,1400
South Africa,2021,Male,50-54,1416
Japan,2018,Male,50-54,4141
Japan,2019,Male,50-54,4219
Japan,2020,Male,50-54,4282
Japan,2021,Male,50-54,4447
Malaysia,2018,Male,50-54,860
Malaysia,2019,Male,50-54,877
Malaysia,2020,Male,50-54,892
Malaysia,2021,Male,50-54,907
Philippines,2018,Male,50-54,2436
Philippines,2019,Male,50-54,2513
Philippines,2020,Male,50-54,2594
Philippines,2021,Male,50-54,2671
United Kingdom,2018,Male,50-54,2297
United Kingdom,2019,Male,50-54,2288
United Kingdom,2020,Male,50-54,2269
United Kingdom,2021,Male,50-54,2251
South Africa,2018,Male,55-59,827
South Africa,2019,Male,55-59,898
South Africa,2020,Male,55-59,972
South Africa,2021,Male,55-59,1042
Japan,2018,Male,55-59,3786
Japan,2019,Male,55-59,3841
Japan,2020,Male,55-59,3924
Japan,2021,Male,55-59,3930
Malaysia,2018,Male,55-59,735
Malaysia,2019,Male,55-59,754
Malaysia,2020,Male,55-59,772
Malaysia,2021,Male,55-59,789
Philippines,2018,Male,55-59,1975
Philippines,2019,Male,55-59,2044
Philippines,2020,Male,55-59,2112
Philippines,2021,Male,55-59,2175
United Kingdom,2018,Male,55-59,2115
United Kingdom,2019,Male,55-59,2166
United Kingdom,2020,Male,55-59,2209
United Kingdom,2021,Male,55-59,2235
South Africa,2018,Male,60-64,568
South Africa,2019,Male,60-64,574
South Africa,2020,Male,60-64,590
South Africa,2021,Male,60-64,618
Japan,2018,Male,60-64,3711
Japan,2019,Male,60-64,3675
Japan,2020,Male,60-64,3643
Japan,2021,Male,60-64,3624
Malaysia,2018,Male,60-64,584
Malaysia,2019,Male,60-64,605
Malaysia,2020,Male,60-64,626
Malaysia,2021,Male,60-64,646
Philippines,2018,Male,60-64,1527
Philippines,2019,Male,60-64,1585
Philippines,2020,Male,60-64,1643
Philippines,2021,Male,60-64,1695
United Kingdom,2018,Male,60-64,1803
United Kingdom,2019,Male,60-64,1844
United Kingdom,2020,Male,60-64,1893
United Kingdom,2021,Male,60-64,1945
South Africa,2018,Male,65-69,475
South Africa,2019,Male,65-69,478
South Africa,2020,Male,65-69,478
South Africa,2021,Male,65-69,469
Japan,2018,Male,65-69,4542
Japan,2019,Male,65-69,4213
Japan,2020,Male,65-69,3950
Japan,2021,Male,65-69,3777
Malaysia,2018,Male,65-69,422
Malaysia,2019,Male,65-69,442
Malaysia,2020,Male,65-69,461
Malaysia,2021,Male,65-69,480
Philippines,2018,Male,65-69,1057
Philippines,2019,Male,65-69,1119
Philippines,2020,Male,65-69,1181
Philippines,2021,Male,65-69,1231
United Kingdom,2018,Male,65-69,1652
United Kingdom,2019,Male,65-69,1634
United Kingdom,2020,Male,65-69,1631
United Kingdom,2021,Male,65-69,1643
South Africa,2018,Male,70-74,322
South Africa,2019,Male,70-74,336
South Africa,2020,Male,70-74,345
South Africa,2021,Male,70-74,348
Japan,2018,Male,70-74,3910
Japan,2019,Male,70-74,4176
Japan,2020,Male,70-74,4422
Japan,2021,Male,70-74,4565
Malaysia,2018,Male,70-74,279
Malaysia,2019,Male,70-74,293
Malaysia,2020,Male,70-74,307
Malaysia,2021,Male,70-74,321
Philippines,2018,Male,70-74,624
Philippines,2019,Male,70-74,666
Philippines,2020,Male,70-74,712
Philippines,2021,Male,70-74,754
United Kingdom,2018,Male,70-74,1545
United Kingdom,2019,Male,70-74,1586
United Kingdom,2020,Male,70-74,1605
United Kingdom,2021,Male,70-74,1593
South Africa,2018,Male,75-79,190
South Africa,2019,Male,75-79,198
South Africa,2020,Male,75-79,204
South Africa,2021,Male,75-79,206
Japan,2018,Male,75-79,3200
Japan,2019,Male,75-79,3293
Japan,2020,Male,75-79,3277
Japan,2021,Male,75-79,3184
Malaysia,2018,Male,75-79,170
Malaysia,2019,Male,75-79,178
Malaysia,2020,Male,75-79,187
Malaysia,2021,Male,75-79,196
Philippines,2018,Male,75-79,367
Philippines,2019,Male,75-79,377
Philippines,2020,Male,75-79,389
Philippines,2021,Male,75-79,398
United Kingdom,2018,Male,75-79,1035
United Kingdom,2019,Male,75-79,1074
United Kingdom,2020,Male,75-79,1120
United Kingdom,2021,Male,75-79,1182
South Africa,2018,Male,80-84,95
South Africa,2019,Male,80-84,101
South Africa,2020,Male,80-84,106
South Africa,2021,Male,80-84,108
Japan,2018,Male,80-84,2300
Japan,2019,Male,80-84,2319
Japan,2020,Male,80-84,2355
Japan,2021,Male,80-84,2425
Malaysia,2018,Male,80-84,89
Malaysia,2019,Male,80-84,94
Malaysia,2020,Male,80-84,99
Malaysia,2021,Male,80-84,103
Philippines,2018,Male,80-84,187
Philippines,2019,Male,80-84,192
Philippines,2020,Male,80-84,198
Philippines,2021,Male,80-84,198
United Kingdom,2018,Male,80-84,733
United Kingdom,2019,Male,80-84,753
United Kingdom,2020,Male,80-84,760
United Kingdom,2021,Male,80-84,759
South Africa,2018,Male,85-89,45
South Africa,2019,Male,85-89,46
South Africa,2020,Male,85-89,46
South Africa,2021,Male,85-89,45
Japan,2018,Male,85-89,1296
Japan,2019,Male,85-89,1353
Japan,2020,Male,85-89,1412
Japan,2021,Male,85-89,1470
Malaysia,2018,Male,85-89,34
Malaysia,2019,Male,85-89,36
Malaysia,2020,Male,85-89,39
Malaysia,2021,Male,85-89,41
Philippines,2018,Male,85-89,69
Philippines,2019,Male,85-89,70
Philippines,2020,Male,85-89,72
Philippines,2021,Male,85-89,69
United Kingdom,2018,Male,85-89,403
United Kingdom,2019,Male,85-89,413
United Kingdom,2020,Male,85-89,425
United Kingdom,2021,Male,85-89,436
South Africa,2018,Male,90-94,21
South Africa,2019,Male,90-94,21
South Africa,2020,Male,90-94,21
South Africa,2021,Male,90-94,19
Japan,2018,Male,90-94,531
Japan,2019,Male,90-94,569
Japan,2020,Male,90-94,596
Japan,2021,Male,90-94,610
Malaysia,2018,Male,90-94,12
Malaysia,2019,Male,90-94,12
Malaysia,2020,Male,90-94,12
Malaysia,2021,Male,90-94,12
Philippines,2018,Male,90-94,19
Philippines,2019,Male,90-94,18
Philippines,2020,Male,90-94,18
Philippines,2021,Male,90-94,16
United Kingdom,2018,Male,90-94,152
United Kingdom,2019,Male,90-94,160
United Kingdom,2020,Male,90-94,168
United Kingdom,2021,Male,90-94,176
South Africa,2018,Male,95-99,6
South Africa,2019,Male,95-99,7
South Africa,2020,Male,95-99,7
South Africa,2021,Male,95-99,7
Japan,2018,Male,95-99,109
Japan,2019,Male,95-99,120
Japan,2020,Male,95-99,134
Japan,2021,Male,95-99,148
Malaysia,2018,Male,95-99,3
Malaysia,2019,Male,95-99,3
Malaysia,2020,Male,95-99,3
Malaysia,2021,Male,95-99,3
Philippines,2018,Male,95-99,4
Philippines,2019,Male,95-99,4
Philippines,2020,Male,95-99,4
Philippines,2021,Male,95-99,3
United Kingdom,2018,Male,95-99,31
United Kingdom,2019,Male,95-99,34
United Kingdom,2020,Male,95-99,37
United Kingdom,2021,Male,95-99,41
South Africa,2018,Male,100+,2
South Africa,2019,Male,100+,2
South Africa,2020,Male,100+,2
South Africa,2021,Male,100+,2
Japan,2018,Male,100+,14
Japan,2019,Male,100+,15
Japan,2020,Male,100+,16
Japan,2021,Male,100+,16
Malaysia,2018,Male,100+,1
Malaysia,2019,Male,100+,1
Malaysia,2020,Male,100+,1
Malaysia,2021,Male,100+,1
Philippines,2018,Male,100+,1
Philippines,2019,Male,100+,1
Philippines,2020,Male,100+,1
Philippines,2021,Male,100+,1
United Kingdom,2018,Male,100+,3
United Kingdom,2019,Male,100+,3
United Kingdom,2020,Male,100+,4
United Kingdom,2021,Male,100+,5
South Africa,2022,Male,0-4,2961
Japan,2022,Male,0-4,2141
Malaysia,2022,Male,0-4,1320
Philippines,2022,Male,0-4,6214
United Kingdom,2022,Male,0-4,1824
South Africa,2022,Male,45055,2896
Japan,2022,Male,45055,2516
Malaysia,2022,Male,45055,1356
Philippines,2022,Male,45055,6010
United Kingdom,2022,Male,45055,2082
South Africa,2022,Male,45213,2846
Japan,2022,Male,45213,2713
Malaysia,2022,Male,45213,1294
Philippines,2022,Male,45213,5925
United Kingdom,2022,Male,45213,2143
South Africa,2022,Male,15-19,2481
Japan,2022,Male,15-19,2830
Malaysia,2022,Male,15-19,1373
Philippines,2022,Male,15-19,5626
United Kingdom,2022,Male,15-19,1971
South Africa,2022,Male,20-24,2303
Japan,2022,Male,20-24,3070
Malaysia,2022,Male,20-24,1453
Philippines,2022,Male,20-24,5324
United Kingdom,2022,Male,20-24,2030
South Africa,2022,Male,25-29,2626
Japan,2022,Male,25-29,3118
Malaysia,2022,Male,25-29,1520
Philippines,2022,Male,25-29,4940
United Kingdom,2022,Male,25-29,2260
South Africa,2022,Male,30-34,2853
Japan,2022,Male,30-34,3229
Malaysia,2022,Male,30-34,1565
Philippines,2022,Male,30-34,4481
United Kingdom,2022,Male,30-34,2313
South Africa,2022,Male,35-39,2572
Japan,2022,Male,35-39,3526
Malaysia,2022,Male,35-39,1523
Philippines,2022,Male,35-39,3941
United Kingdom,2022,Male,35-39,2199
South Africa,2022,Male,40-44,1949
Japan,2022,Male,40-44,3942
Malaysia,2022,Male,40-44,1293
Philippines,2022,Male,40-44,3598
United Kingdom,2022,Male,40-44,2124
South Africa,2022,Male,45-49,1337
Japan,2022,Male,45-49,4769
Malaysia,2022,Male,45-49,1054
Philippines,2022,Male,45-49,3132
United Kingdom,2022,Male,45-49,2009
South Africa,2022,Male,50-54,1407
Japan,2022,Male,50-54,4608
Malaysia,2022,Male,50-54,921
Philippines,2022,Male,50-54,2742
United Kingdom,2022,Male,50-54,2230
South Africa,2022,Male,55-59,1104
Japan,2022,Male,55-59,3960
Malaysia,2022,Male,55-59,805
Philippines,2022,Male,55-59,2239
United Kingdom,2022,Male,55-59,2248
South Africa,2022,Male,60-64,655
Japan,2022,Male,60-64,3643
Malaysia,2022,Male,60-64,665
Philippines,2022,Male,60-64,1749
United Kingdom,2022,Male,60-64,1996
South Africa,2022,Male,65-69,458
